Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
28.5	7	combined	Drop	0	0	0	0
28.5	8	combined	Drop	4192	4343	2096	2171.73
29	0	combined	Drop	5689	160	2845	80.5713
29	1	combined	Drop	0	0	0	0
29	2	combined	Drop	0	0	0	0
29	3	combined	Drop	0	0	0	0
29	4	combined	Drop	0	0	0	0
29	5	combined	Drop	0	0	0	0
29	6	combined	Drop	0	0	0	0
29	7	combined	Drop	0	0	0	0
29	8	combined	Drop	4192	4343	2096	2171.73
29.5	0	combined	Drop	5689	160	2845	80.5713
29.5	1	combined	Drop	0	0	0	0
29.5	2	combined	Drop	0	0	0	0
29.5	3	combined	Drop	0	0	0	0
29.5	4	combined	Drop	0	0	0	0
29.5	5	combined	Drop	0	0	0	0
29.5	6	combined	Drop	0	0	0	0
29.5	7	combined	Drop	0	0	0	0
29.5	8	combined	Drop	4192	4343	2096	2171.73
30	0	combined	Drop	5689	160	2845	80.5713
30	1	combined	Drop	0	0	0	0
30	2	combined	Drop	0	0	0	0
30	3	combined	Drop	0	0	0	0
30	4	combined	Drop	0	0	0	0
30	5	combined	Drop	0	0	0	0
30	6	combined	Drop	0	0	0	0
30	7	combined	Drop	0	0	0	0
30	8	combined	Drop	4193	4345	2097	2172.77
30.5	0	combined	Drop	5689	160	2845	80.5713
30.5	1	combined	Drop	0	0	0	0
30.5	2	combined	Drop	0	0	0	0
30.5	3	combined	Drop	0	0	0	0
30.5	4	combined	Drop	0	0	0	0
30.5	5	combined	Drop	0	0	0	0
30.5	6	combined	Drop	0	0	0	0
30.5	7	combined	Drop	0	0	0	0
30.5	8	combined	Drop	4192	4343	2096	2171.73
31	0	combined	Drop	5686	160	2843	80.4463
31	1	combined	Drop	0	0	0	0
31	2	combined	Drop	0	0	0	0
31	3	combined	Drop	0	0	0	0
31	4	combined	Drop	0	0	0	0
31	5	combined	Drop	0	0	0	0
31	6	combined	Drop	0	0	0	0
31	7	combined	Drop	0	0	0	0
31	8	combined	Drop	4195	4346	2098	2173.75
31.5	0	combined	Drop	5652	159	2822	79.8613
31.5	1	combined	Drop	0	0	0	0
31.5	2	combined	Drop	48	1	30	0.844727
31.5	3	combined	Drop	0	0	0	0
31.5	4	combined	Drop	0	0	0	0
31.5	5	combined	Drop	48	6	30	3.86035
31.5	6	combined	Drop	0	0	0	0
31.5	7	combined	Drop	0	0	0	0
31.5	8	combined	Drop	4082	4229	2027	2100.21
32	0	combined	Drop	5682	160	2845	80.5713
32	1	combined	Drop	0	0	0	0
32	2	combined	Drop	9	0	0	0
32	3	combined	Drop	0	0	0	0
32	4	combined	Drop	0	0	0	0
32	5	combined	Drop	9	1	0	0
32	6	combined	Drop	0	0	0	0
32	7	combined	Drop	0	0	0	0
32	8	combined	Drop	4170	4320	2096	2171.73
32.5	0	combined	Drop	5688	160	2845	80.5713
32.5	1	combined	Drop	0	0	0	0
32.5	2	combined	Drop	1	0	0	0
32.5	3	combined	Drop	0	0	0	0
32.5	4	combined	Drop	0	0	0	0
32.5	5	combined	Drop	1	0	0	0
32.5	6	combined	Drop	0	0	0	0
32.5	7	combined	Drop	0	0	0	0
32.5	8	combined	Drop	4189	4340	2097	2172.77
33	0	combined	Drop	5689	160	2845	80.5713
33	1	combined	Drop	0	0	0	0
33	2	combined	Drop	0	0	0	0
33	3	combined	Drop	0	0	0	0
33	4	combined	Drop	0	0	0	0
33	5	combined	Drop	0	0	0	0
33	6	combined	Drop	0	0	0	0
33	7	combined	Drop	0	0	0	0
33	8	combined	Drop	4191	4342	2096	2171.73
33.5	0	combined	Drop	5689	160	2845	80.5713
33.5	1	combined	Drop	0	0	0	0
33.5	2	combined	Drop	0	0	0	0
